StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
PUNJAB,PATIALA,SAMANA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ-ਤੁਹਾਡੇ ਇਲਾਕੇ ਦਾ ਮੌਸਮ ਅਗਲੇ 2-3 ਦਿਨ ਬੱਦਲਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਪਰ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 20 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 6 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ| ਹਵਾ ਦੀ ਗਤੀ 10-20 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ|,2025-01-03T20:10:36.813,2025,1
PUNJAB,PATIALA,PATIALA,NA,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,"Information about manganese sulphate deficiency in wheat?
 ","ਮੈਂਗਨੀਜ਼ ਦੀ ਘਾਟ ਵਾਲੀਆਂ ਜ਼ਮੀਨਾਂ ਵਿੱਚ, 0.5% ਮੈਂਗਨੀਜ਼ ਸਲਫੇਟ ਘੋਲ (1.0 ਕਿਲੋ ਮੈਗਨੀਜ਼ ਸਲਫੇਟ 200 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ) ਦੀ ਇੱਕ ਸਪਰੇਅ, ਪਹਿਲੀ ਸਿੰਚਾਈ ਤੋਂ 2-4 ਦਿਨ ਪਹਿਲਾਂ ਅਤੇ ਤਿੰਨ ਛਿੜਕਾਅ ਬਾਅਦ ਵਿੱਚ ਧੁੱਪ ਵਾਲੇ ਦਿਨਾਂ ਵਿੱਚ ਹਫ਼ਤਾਵਾਰੀ ਅੰਤਰਾਲਾਂ ਤੇ ਕਰੋ। ਰੇਤਲੀ ਮਿੱਟੀ ਵਿੱਚ ਡੁਰਮ ਕਿਸਮਾਂ ਦੀ ਕਾਸ਼ਤ ਨਾ ਕਰੋ ਕਿਉਂਕਿ ਇਹ ਕਿਸਮਾਂ ਮੈਂਗਨੀਜ਼ ਦੀ ਘਾਟ ਦਾ ਸ਼ਿਕਾਰ ਹੁੰਦੀਆਂ ਹਨ। ਮੈਂਗਨੀਜ਼ ਸਲਫੇਟ ਦਾ ਸਿਰਫ ਛਿੜਕਾਅ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਕਿਉਂਕਿ ਇਸ ਦੀ ਮਿੱਟੀ ਦੀ ਵਰਤੋਂ ਲਾਭਦਾਇਕ ਨਹੀਂ ਹੈ।",2025-01-04T10:19:24.8,2025,1
PUNJAB,PATIALA,BHUNER HERI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ |  ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T19:40:38.457,2025,1
PUNJAB,PATIALA,NABHA,NA,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-05T08:06:11.503,2025,1
PUNJAB,PATIALA,NABHA,NA,AGRICULTURE,Cereals,Wheat,Weed Management,"Information regarding the combine control of grassy weeds and broad leaf weeds in wheat ?
","ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਘਾਹ ਵਾਲੇ ਨਦੀਨਾਂ ਅਤੇ ਚੌੜੇ ਪੱਤੇ ਵਾਲੇ ਨਦੀਨਾਂ ਦੀ ਰੋਕਥਾਮ ਲਈ 16 ਗ੍ਰਾਮ ਟੋਟਲ/ਮਾਰਕਪਾਵਰ 75 ਡਬਲਯੂ ਜੀ (ਸਲਫੋਸਲਫੂਰਾਨ 75 ਡਬਲਯੂ +ਮੈਟਸਲਫੂਰਾਨ 5 ਡਬਲਯੂ ਜੀ) ਜਾਂ 160 ਗ੍ਰਾਮ ਐਟਲਾਂਟਿਸ 3.6 ਡਬਲਯੂ ਡੀ ਜੀ (ਮਿਜੋਸਲਫੂਰਾਨ 3% ਡਬਲਯੂ ਡੀ ਜੀ+ਆਇਡੋਸਲਫੂਰਾਨ 0.6% ਡਬਲਯੂ ਡੀ ਜੀ) ਜਾਂ 500 ਮਿਲੀਲੀਟਰ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ (ਫਿਨੋਕਸਪਰੋਪ 8% ਈ ਸੀ+ ਮੈਟਰੀਬਿਊਜਿਨ 14%) ਜਾਂ 200 ਗ੍ਰਾਮ ਸ਼ਗੁਨ 21-11(ਕਲੋਡੀਨਾਫੌਪ 12%+ਮੈਟਰੀਬਿਉਜਿਨ 42%) ਜਾਂ 240 ਗ੍ਰਾਮ ਏ.ਸੀ.ਐੱਮ-9 ਡਬਲਯੂ ਪੀ (ਕਲੋਡੀਨਾਫੌਪ 9%+ਮੈਟਰੀਬਿਉਜਿਨ 20%) ਜਾਂ 500 ਗ੍ਰਾਮ ਐਰੀਲੋਨ/ਡੈਲਰੋਨ/ਹਿਲਪਰੋਟਯੂਰੋਨ/ਰੌਣਕ/ਵੰਡਰ/ਆਈਸੋਹੀਟ/ਕਨਕ ਆਦਿ (ਆਈਸੋਪ੍ਰੋਟੋਯੂਰੋਨ 75 ਡਬਲਯੂ ਪੀ) ਜਾਂ 160 ਗ੍ਰਾਮ ਟੌਪਿਕ/ਪੁਆਇੰਟ/ਮੌਲਾਹ/ਰਕਸ਼ਕ ਪਲੱਸ/ਜੈ ਵਿਜੈ/ਟੋਪਲ/ਮਾਰਕਕਲੋਡੀਨਾ/ਕੋਲੰਬਸ (ਕਲੋਡੀਨਾਫਾਪ 15 ਡਬਲਯੂ ਪੀ) ਜਾਂ 400 ਮਿਲੀਲੀਟਰ ਪਿਊਮਾ ਪਾਵਰ(ਫਿਨੋਕਸਾਪ੍ਰੋਪ-ਪੀ-ਈਥਾਈਲ 10 ਈ ਸੀ) ਨੂੰ 250 ਗ੍ਰਾਮ 2,4-ਡੀ ਸੋਡੀਅਮ ਸਾਲ੍ਟ 80 ਡਬਲਯੂ ਪੀ ਜਾਂ 250 ਮਿਲੀਲੀਟਰ ਈਥਾਇਲ ਐਸਟਰ 38 ਈ ਸੀ ਜਾਂ 10 ਗ੍ਰਾਮ ਐਲਗ੍ਰਿਪ/ਐਲਗਰਿਪ ਰਾਇਲ/ਮਾਰਕਗਰਿਪ/ਮਾਕੋਤੋ (ਮੈਟਸਲਫੂਰਾਨ 20 ਡਬਲਯੂ ਪੀ) ਟੈਂਕ ਮਿਕਸ ਕਰਕੇ ਪਹਿਲੇ ਪਾਣੀ ਤੋਂ ਬਾਅਦ ਕਣਕ ਦੀ ਬਿਜਾਈ ਦੇ 35-45 ਦਿਨਾਂ ਅੰਦਰ ਛਿੜਕਾਅ ਕਰੋ ਅਕੋਰਡ ਪਲੱਸ 22 ਈ ਸੀ, ਏ.ਸੀ.ਐੱਮ-9 ਅਤੇ ਸ਼ਗੁਨ 21-11 ਨੂੰ ਕਣਕ ਦੀ ਪੀ ਬੀ ਡਬਲਯੂ 550, ਅਤੇ ਉੱਨਤ ਪੀ ਬੀ ਡਬਲਯੂ 550 ਕਿਸਮ 'ਤੇ ਛਿੜਕਾਅ ਨਾ ਕਰੋ",2025-01-05T09:49:21.14,2025,1
PUNJAB,PATIALA,PATIALA,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,"Information regarding the sufficient time gap between the application of any chemical and rain for better result?
",ਕਿਸੇ ਵੀ ਦਵਾਈ ਦੇ ਵਧੀਆ ਅਸਰ ਲਈ ਛਿੜਕਾਅ ਅਤੇ ਬਰਸਾਤ ਵਿੱਚ ਘੱਟੋ ਘੱਟ 8-10 ਘੰਟੇ ਦਾ ਅੰਤਰ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ ,2025-01-05T10:48:53.777,2025,1
PUNJAB,PATIALA,RAJPURA,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"INFORMATION REGARDING BETTER GROWTH OF WHEAT AFTER THE DOSE OF UREA ?
",ਯੂਰੀਆ ਦੀ ਸਿਫਾਰਿਸ਼ ਕੀਤੀ ਗਈ ਮਾਤਰਾ ਫਸਲ ਨੂੰ ਪਾਉਣ ਤੋਂ ਬਾਅਦ ਵੀ ਜੇਕਰ ਫਸਲ ਦਾ ਵਾਧਾ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਤਾਂ 1 ਕਿੱਲੋ ਐੱਨ.ਪੀ.ਕੇ 19:19:19 ਨੂੰ 100 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾ ਕੇ ਪ੍ਰਤੀ ਏਕੜ ਛਿੜਕਾਅ ਕਰੋ ,2025-01-05T15:47:46.76,2025,1
PUNJAB,PATIALA,NABHA,NA,AGRICULTURE,Cereals,Barley (Jau),Sowing Time and Weather,"Information regarding sowing time of barley ?
",ਜੋਂ ਦੀ ਫ਼ਸਲ ਲਈ ਬਿਜਾਈ ਦਾ ਸਮਾਂ- 15 ਅਕਤੂਬਰ ਤੋਂ 15 ਨਵੰਬਰ ਤੱਕ ਕਰੋ ।,2025-01-06T09:17:04.657,2025,1
PUNJAB,PATIALA,SANOUR,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ |  ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-06T10:15:00.303,2025,1
PUNJAB,PATIALA,NABHA,NA,AGRICULTURE,Cereals,Wheat,Weed Management,"Information regarding the control of weeds in wheat where other herbicide can't control the weeds ?
",ਜਿਹਨਾਂ ਖੇਤਾਂ ਵਿੱਚ ਹੋਰ ਨਦੀਨਨਾਸ਼ਕ ਨਾਲ ਨਦੀਨ ਖਤਮ ਨਹੀਂ ਹੋ ਰਿਹਾ ਉੱਥੇ 200  ਗ੍ਰਾਮ ਸ਼ਗੁਨ 21-11(ਕਲੋਡੀਨਾਫੌਪ 12%+ਮੈਟਰੀਬਿਉਜਿਨ 42%) ਜਾਂ  240 ਗ੍ਰਾਮ ਏ.ਸੀ.ਐੱਮ-9 ਡਬਲਯੂ ਪੀ (ਕਲੋਡੀਨਾਫੌਪ 9%+ਮੈਟਰੀਬਿਉਜਿਨ 20%) ਨੂੰ 150 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾਕੇ ਕਣਕ ਦੀ ਬਿਜਾਈ ਦੇ 35-45 ਦਿਨਾਂ ਦੇ ਅੰਦਰ ਛਿੜਕਾਅ ਕਰੋ ,2025-01-06T13:19:19.713,2025,1
PUNJAB,PATIALA,RAJPURA,NA,AGRICULTURE,Others,Others,Government Schemes,"Information regarding the Pradhan mantri kisan samman nidhi yojana ?
","ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਕਿਸਾਨ ਸਨਮਾਨ ਨਿਧੀ ਯੋਜਨਾ ਵਿੱਚ ਕਿਸੇ ਵੀ ਸਮੱਸਿਆ ਲਈ ਇਸ ਨੰਬਰ 'ਤੇ ਸੰਪਰਕ ਕਰੋ -7710665725 . or email pmkisan98@gmail.com 
ਫੋਨ ਸਿਰਫ ਸੋਮਵਾਰ ਤੋਂ ਸ਼ੁੱਕਰਵਾਰ ਹੀ ਲੱਗੇਗਾ 7.30am  - 2.00pm 
",2025-01-30T09:12:44.717,2025,1
PUNJAB,HOSHIARPUR,DASUYA,NA,AGRICULTURE,Cereals,Wheat,Varieties,"Information regarding the detail about the late varieties of Wheat ?
",--ਕਣਕ ਦੀਆਂ ਪਿਛੇਤੀਆਂ ਕਿਸਮਾਂ- ਪੀ.ਬੀ.ਡਬਲਯੂ 757 (ਝਾੜ-15.8 ਕੁਇੰਟਲ)| ਜੇਕਰ ਬਿਜਾਈ ਅੱਧ ਜਨਵਰੀ ਤੱਕ ਕਰਨੀ ਹੋਵੇ ਤਾਂ ਪੀ.ਬੀ.ਡਬਲਯੂ 757 ਨੂੰ ਤਰਜੀਹ ਦਿਓ|,2025-01-02T10:36:21.79,2025,1
PUNJAB,HOSHIARPUR,TANDA,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,"Information regarding control of  broad leaf weeds control in wheat ?

","ਕਣਕ ਦੀ ਫਸਲ ਵਿੱਚ ਚੌੜੇ ਪੱਤਿਆਂ ਵਾਲੇ ਨਦੀਨਾਂ ਦੀ ਰੋਕਥਾਮ ਲਈ 250 ਗ੍ਰਾਮ 2,4-ਡੀ ਸੋਡੀਅਮ ਸਾਲ੍ਟ 80 ਡਬਲਯੂ ਪੀ ਜਾਂ 250 ਮਿਲੀਲੀਟਰ ਈਥਾਇਲ ਐਸਟਰ 38 ਈ ਸੀ ਜਾਂ 10 gram ਐਲਗ੍ਰਿਪ/ਐਲਗਰਿਪ ਰਾਇਲ/ਮਾਰਕਗਰਿਪ/ਮਾਕੋਤੋ (ਮੈਟਸਲਫੂਰਾਨ 20 ਡਬਲਯੂ ਪੀ) ਜਾਂ 20 ਗ੍ਰਾਮ ਏਮ/ਐਫ਼ੀਨਿਟੀ (ਕਾਰਫੈਨਟਰਾਜੋਨ ਈਥਾਇਲ 40 ਡੀ ਐੱਫ) ਜਾਂ 20 ਗ੍ਰਾਮ ਲਾਂਫ਼ਿਡਾ (ਮੈਟਸਲਫੂਰਾਨ + ਕਾਰਫੈਨਟਰਾਜੋਨ) ਨੂੰ 150 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਹਿਲੇ ਪਾਣੀ ਤੋਂ ਬਾਅਦ ਫਸਲ ਦੀ ਬਿਜਾਈ ਦੇ 30-35 ਦਿਨਾਂ ਦੇ ਅੰਦਰ ਛਿੜਕਾਅ ਕਰੋ ਅਤੇ ਜੇਕਰ ਕਣਕ ਦੇ ਨਾਲ ਕੋਈ ਵੀ ਚੌੜੇ ਪੱਤੇ ਵਾਲੇ ਫਸਲ ਬੀਜੀ ਹੋਵੇ ਤਾਂ ਹਨ ਵਿੱਚੋਂ ਕਿਸੇ ਵੀ ਨਦੀਨਨਾਸ਼ਕ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕੀਤੀ ਜਾ ਸਕਦੀ",2025-01-02T14:43:39.767,2025,1
PUNJAB,HOSHIARPUR,DASUYA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ-ਤੁਹਾਡੇ ਇਲਾਕੇ ਦਾ ਮੌਸਮ ਅਗਲੇ 2-3 ਦਿਨ ਬੱਦਲਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਪਰ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 20 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 9 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ| ਹਵਾ ਦੀ ਗਤੀ 7-13 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ|,2025-01-02T15:33:44.813,2025,1
PUNJAB,HOSHIARPUR,DASUYA,NA,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ |  ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-02T20:04:00.097,2025,1
PUNJAB,HOSHIARPUR,MUKERIAN,NA,AGRICULTURE,Fodder Crops,Other,	Plant Protection	,"Information regarding the seed treatment of OATS with insecticide?
", ਫਸਲ ਵਿੱਚ ਸਿਉਂਕ ਦੀ ਰੋਕਥਾਮ ਲਈ ਬਿਜਾਈ ਤੋਂ ਪਹਿਲਾਂ ਕੀਤੀ ਜਾਣ ਵਾਲੀ ਬੀਜ ਦੀ ਸੋਧ ਬਾਰੇ| ਇਸ ਲਈ ਪ੍ਰਤੀ ਕਿੱਲੋ ਬੀਜ ਨੂੰ 1 ਗ੍ਰਾਮ ਕਰੂਜ਼ਰ 70 ਡਬਲਯੂ ਐੱਸ (ਥਾਈਆਮੀਥਾਕਸਮ) ਜਾਂ 4 ਮਿਲੀਲੀਟਰ ਡਰਸਬਾਨ 20 ਈ ਸੀ (ਕਲੋਰਪਾਇਰੀਫਾਸ) ਲਗਾ ਕੇ ਸੋਧ ਕਰੋ| |,2025-01-03T11:04:34.083,2025,1
PUNJAB,HOSHIARPUR,DASUYA,NA,AGRICULTURE,Cereals,Wheat,Weather,Farmer asked query on Weather,"ਹੋਸ਼ਿਆਰਪੁਰ ਵਿੱਚ ਮੌਜੂਦਾ ਮੌਸਮ 11 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਹੈ ਅਤੇ ਜ਼ਿਆਦਾਤਰ ਬੱਦਲ ਛਾਏ ਹੋਏ ਹਨ। ਵਰਖਾ ਦੀ 0 ਪ੍ਰਤੀਸ਼ਤ ਸੰਭਾਵਨਾ, 84 ਪ੍ਰਤੀਸ਼ਤ ਨਮੀ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 4 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ।",2025-01-04T08:52:07.447,2025,1
PUNJAB,HOSHIARPUR,HAJIPUR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"ਹੋਸ਼ਿਆਰਪੁਰ ਵਿੱਚ ਮੌਜੂਦਾ ਮੌਸਮ 13 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਹੈ ਅਤੇ ਜ਼ਿਆਦਾਤਰ ਬੱਦਲ ਛਾਏ ਹੋਏ ਹਨ। ਵਰਖਾ ਦੀ 0 ਪ੍ਰਤੀਸ਼ਤ ਸੰਭਾਵਨਾ, 78 ਪ੍ਰਤੀਸ਼ਤ ਨਮੀ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 4 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ।",2025-01-04T09:46:58.97,2025,1
PUNJAB,HOSHIARPUR,BHUNGA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਅਤੇ ਹਲਕੀ ਬਰਸਾਤ ਦੀ ਸੰਭਾਵਨਾ ਰਹੇਗੀ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T10:39:27.723,2025,1
PUNJAB,HOSHIARPUR,BHUNGA,NA,AGRICULTURE,Cereals,Wheat,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ |  ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T10:41:06.293,2025,1
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,NA,HORTICULTURE,Vegetables,Others,Cultural Practices,"information regarding vegetable suitable for sowing in feb- march month?
","ਤੁਸੀ ਫਰਵਰੀ-ਮਾਰਚ ਮਹੀਨੇ ਵਿਚ ਭਿੰਡੀ,ਕੱਦੂ,ਤੋਰੀ,ਕਰੇਲਾ,ਟਿੰਡਾਂ,ਪੇਠਾ,ਖਰਬੂਜਾ,ਤਰਬੂਜ,ਚਪਨ ਕੱਦੂ,ਹਲਵਾ ਕੱਦੂ,ਤਰ ਅਤੇ ਖੀਰਾ ਲਾ ਸਕਦੇ ਹੋ ",2025-01-04T15:50:31.217,2025,1
PUNJAB,HOSHIARPUR,MUKERIAN,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲ ਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ |  ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-04T20:40:24.637,2025,1
PUNJAB,HOSHIARPUR,MUKERIAN,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices,Farmer asked query on Weather,"ਮੌਸਮ-ਤੁਹਾਡੇ ਇਲਾਕੇ ਦਾ ਬੱਦਲਵਾਈ ਵਾਲਾ ਰਹੇਗਾ, ਮੀਂਹ ਦੀ  ਸੰਭਾਵਨਾ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 18 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 6 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ| ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ|",2025-01-05T13:44:35.543,2025,1
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲਵਾਹੀ ਵਾਲਾ ਹੈ ਪਰ ਮੀਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-05T13:58:47.547,2025,1
PUNJAB,HOSHIARPUR,GARHSHANKAR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ-ਤੁਹਾਡੇ ਇਲਾਕੇ ਦਾ ਮੌਸਮ ਅਗਲੇ 2-3 ਦਿਨ ਬੱਦਲਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਪਰ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 18 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 10 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ| ਹਵਾ ਦੀ ਗਤੀ 8-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ|,2025-01-05T14:13:05.47,2025,1
PUNJAB,HOSHIARPUR,BHUNGA,NA,AGRICULTURE,Cereals,Triticale,Cultural Practices,Farmer asked query on Weather,ਮੌਸਮ -ਅੱਜ ਮੌਸਮ ਬੱਦਲਵਾਹੀ ਵਾਲਾ ਹੈ ਪਰ ਮੀਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 15 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 3-5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2025-01-05T15:51:50.213,2025,1
